Algoritm,Yuklama ssenariysi,Takrorlash №,O'rtacha javob vaqti ART (s),O'tkazuvchanlik TH (so'rov/s),Yuk muvozanati LBI,SLA buzilishi (%),Resurs foydalanishi RU (%),Inferensiya vaqti T_inf (ms),Qoidalar qisqarishi RRR (%),Oracle chaqiriqlari,Qaror sifati DQ,Izohlanuvchanlik INT,Jami so'rovlar,Muvaffaqiyatli so'rovlar,Muvaffaqiyatsiz so'rovlar,Faol qoidalar K,Jami qoidalar N,Simulyatsiya vaqti (s)
PSO-FLB,bursty,19,0.42639,1.238,0.04739,0.0,61.306,0.542,74.07,0,0.2898,0.7407,1000,1000,0,7,27,807.6686
PSO-FLB,bursty,20,0.65777,1.223,0.04419,5.2,66.5,0.3839,81.48,0,0.5225,0.8148,1000,1000,0,5,27,817.4202
PSO-FLB,bursty,21,0.382,1.197,0.04529,0.0,63.617,0.4209,74.07,0,0.5218,0.7407,1000,1000,0,7,27,835.7329
PSO-FLB,bursty,22,0.39472,1.067,0.04635,0.9,64.135,0.5681,70.37,0,0.2777,0.7037,1000,1000,0,8,27,937.491
PSO-FLB,bursty,23,0.34518,1.091,0.02105,0.0,65.731,0.4755,77.78,0,0.2903,0.7778,1000,1000,0,6,27,916.3045
PSO-FLB,bursty,24,0.44779,1.117,0.04185,0.5,66.049,0.2507,92.59,0,0.1697,0.9259,1000,1000,0,2,27,895.4498
PSO-FLB,bursty,25,0.41453,1.078,0.04603,0.6,60.812,0.3082,66.67,0,0.2821,0.6667,1000,1000,0,9,27,927.2947
PSO-FLB,bursty,26,0.44351,1.117,0.03743,0.8,60.245,0.2905,81.48,0,0.5145,0.8148,1000,1000,0,5,27,895.4521
PSO-FLB,bursty,27,0.43038,1.238,0.0572,2.1,63.603,0.2873,66.67,0,0.2848,0.6667,1000,1000,0,9,27,808.0743
PSO-FLB,bursty,28,0.40372,1.061,0.04205,0.5,62.595,0.3092,66.67,0,0.5202,0.6667,1000,1000,0,9,27,942.5199
PSO-FLB,bursty,29,0.45563,1.069,0.04077,2.0,61.161,0.2921,70.37,0,0.5137,0.7037,1000,1000,0,8,27,935.2807
PSO-FLB,skewed,0,0.4139,0.588,0.05229,0.1,65.685,0.2861,74.07,0,0.2789,0.7407,1000,1000,0,7,27,1699.5731
PSO-FLB,skewed,1,0.43753,0.571,0.0427,0.2,63.679,0.3163,85.19,0,0.2778,0.8519,1000,1000,0,4,27,1751.5421
PSO-FLB,skewed,2,0.35836,0.577,0.04802,0.0,61.711,0.321,85.19,0,0.2903,0.8519,1000,1000,0,4,27,1733.1553
PSO-FLB,skewed,3,0.40369,0.567,0.07398,0.4,61.519,0.2837,85.19,0,0.378,0.8519,1000,1000,0,4,27,1763.3249
PSO-FLB,skewed,4,0.43071,0.618,0.06542,0.4,67.724,0.3215,74.07,0,0.269,0.7407,1000,1000,0,7,27,1617.6187
PSO-FLB,skewed,5,0.365,0.634,0.04538,0.0,62.588,0.289,77.78,0,0.5425,0.7778,1000,1000,0,6,27,1576.1225
PSO-FLB,skewed,6,0.47393,0.582,0.05158,1.7,60.696,0.2756,74.07,0,0.2759,0.7407,1000,1000,0,7,27,1718.6085
PSO-FLB,skewed,7,0.38873,0.606,0.03296,0.0,63.97,0.2897,77.78,0,0.2813,0.7778,1000,1000,0,6,27,1649.8936
PSO-FLB,skewed,8,0.41884,0.652,0.00601,0.3,68.469,0.2819,70.37,0,0.3442,0.7037,1000,1000,0,8,27,1534.2956
PSO-FLB,skewed,9,0.46638,0.586,0.05005,2.0,62.598,0.3029,74.07,0,0.2787,0.7407,1000,1000,0,7,27,1705.1139
PSO-FLB,skewed,10,0.4215,0.602,0.02513,0.1,62.197,0.2666,81.48,0,0.5185,0.8148,1000,1000,0,5,27,1660.0734
PSO-FLB,skewed,11,0.51657,0.591,0.02512,2.4,64.061,0.2907,74.07,0,0.3782,0.7407,1000,1000,0,7,27,1692.6764
PSO-FLB,skewed,12,0.43617,0.603,0.07472,0.9,61.145,0.3008,70.37,0,0.5607,0.7037,1000,1000,0,8,27,1658.3109
PSO-FLB,skewed,13,0.39723,0.597,0.03233,0.0,66.894,0.2544,81.48,0,0.1743,0.8148,1000,1000,0,5,27,1674.6719
PSO-FLB,skewed,14,0.41982,0.618,0.03082,1.1,61.632,0.3328,62.96,0,0.2846,0.6296,1000,1000,0,10,27,1617.8568
PSO-FLB,skewed,15,0.50288,0.591,0.03895,1.9,63.825,0.4167,66.67,0,0.1705,0.6667,1000,1000,0,9,27,1690.8148
PSO-FLB,skewed,16,0.44976,0.622,0.01006,1.5,69.201,0.5855,66.67,0,0.4108,0.6667,1000,1000,0,9,27,1607.3999
PSO-FLB,skewed,17,0.41194,0.594,0.01802,0.7,64.884,0.384,74.07,0,0.4476,0.7407,1000,1000,0,7,27,1684.1524
PSO-FLB,skewed,18,0.36023,0.595,0.0602,0.0,60.664,0.4908,85.19,0,0.3902,0.8519,1000,1000,0,4,27,1681.8262
PSO-FLB,skewed,19,0.44364,0.604,0.06464,0.5,62.278,0.3462,77.78,0,0.2733,0.7778,1000,1000,0,6,27,1655.3385
PSO-FLB,skewed,20,0.51267,0.611,0.03648,4.0,64.719,0.3008,70.37,0,0.3689,0.7037,1000,1000,0,8,27,1637.2481
PSO-FLB,skewed,21,0.44884,0.603,0.05192,0.2,61.452,0.259,85.19,0,0.1714,0.8519,1000,1000,0,4,27,1657.3165
PSO-FLB,skewed,22,0.44094,0.619,0.02648,0.1,68.084,0.2751,77.78,0,0.2753,0.7778,1000,1000,0,6,27,1616.0798
PSO-FLB,skewed,23,0.46352,0.609,0.02323,2.4,62.765,0.3176,74.07,0,0.4751,0.7407,1000,1000,0,7,27,1642.3347
PSO-FLB,skewed,24,0.41688,0.607,0.04093,1.0,62.556,0.273,74.07,0,0.5291,0.7407,1000,1000,0,7,27,1648.5623
PSO-FLB,skewed,25,0.37796,0.627,0.0132,0.2,68.681,0.3104,77.78,0,0.3369,0.7778,1000,1000,0,6,27,1594.9451
PSO-FLB,skewed,26,0.46594,0.58,0.044,1.2,62.152,0.2828,77.78,0,0.37,0.7778,1000,1000,0,6,27,1723.8846
PSO-FLB,skewed,27,0.42094,0.56,0.05903,0.3,63.28,0.3391,66.67,0,0.2802,0.6667,1000,1000,0,9,27,1785.5529
PSO-FLB,skewed,28,0.44631,0.596,0.02559,1.8,63.471,0.3076,74.07,0,0.4457,0.7407,1000,1000,0,7,27,1677.2345
PSO-FLB,skewed,29,0.44287,0.61,0.06222,0.3,60.852,0.2751,81.48,0,0.3541,0.8148,1000,1000,0,5,27,1639.6324
QF-Grover,low,0,0.49893,0.285,0.01904,10.3,67.234,0.3186,51.85,200,0.3435,0.5185,1000,1000,0,13,27,3513.4493
QF-Grover,low,1,0.37093,0.3,0.04449,0.0,64.622,0.2932,85.19,2600,0.2926,0.8519,1000,1000,0,4,27,3335.4833
QF-Grover,low,2,0.3656,0.292,0.01205,0.0,66.01,0.2895,66.67,200,0.2863,0.6667,1000,1000,0,9,27,3424.2751
QF-Grover,low,3,0.37438,0.313,0.01841,0.3,67.501,0.2651,85.19,2600,0.2804,0.8519,1000,1000,0,4,27,3193.7366
QF-Grover,low,4,0.39464,0.29,0.05293,0.0,61.795,0.3327,62.96,200,0.4147,0.6296,1000,1000,0,10,27,3449.326
QF-Grover,low,5,0.35452,0.288,0.05915,0.1,62.225,0.2618,85.19,2600,0.3836,0.8519,1000,1000,0,4,27,3469.6059
QF-Grover,low,6,0.40636,0.303,0.03146,0.7,66.771,0.3077,62.96,200,0.3571,0.6296,1000,1000,0,10,27,3303.812
QF-Grover,low,7,0.39695,0.31,0.04167,1.2,63.677,0.2862,66.67,200,0.2825,0.6667,1000,1000,0,9,27,3221.2385
QF-Grover,low,8,0.39887,0.299,0.01267,2.3,67.607,0.3106,55.56,200,0.4321,0.5556,1000,1000,0,12,27,3345.1659
QF-Grover,low,9,0.41899,0.319,0.04839,4.9,59.92,0.3108,51.85,200,0.4842,0.5185,1000,1000,0,13,27,3129.9944
QF-Grover,low,10,0.41568,0.303,0.01912,2.9,67.375,0.29,66.67,200,0.4287,0.6667,1000,1000,0,9,27,3303.4505
QF-Grover,low,11,0.42195,0.311,0.05377,0.8,66.621,0.2975,59.26,200,0.281,0.5926,1000,1000,0,11,27,3211.0816
QF-Grover,low,12,0.37343,0.295,0.03135,0.0,60.678,0.2631,85.19,2600,0.2982,0.8519,1000,1000,0,4,27,3385.2954
QF-Grover,low,13,0.39837,0.303,0.04833,0.9,66.016,0.3008,59.26,200,0.5188,0.5926,1000,1000,0,11,27,3300.4607
QF-Grover,low,14,0.3695,0.3,0.04534,0.0,60.504,0.3601,66.67,200,0.2996,0.6667,1000,1000,0,9,27,3327.8862
QF-Grover,low,15,0.3546,0.307,0.02516,0.0,62.584,0.3039,66.67,200,0.4731,0.6667,1000,1000,0,9,27,3260.0413
QF-Grover,low,16,0.4011,0.291,0.04967,1.6,64.128,0.3291,55.56,200,0.2802,0.5556,1000,1000,0,12,27,3432.6553
QF-Grover,low,17,0.38984,0.309,0.03471,0.2,60.245,0.2732,85.19,2600,0.1908,0.8519,1000,1000,0,4,27,3238.1104
QF-Grover,low,18,0.36202,0.304,0.06349,1.0,61.752,0.3169,62.96,200,0.2885,0.6296,1000,1000,0,10,27,3287.2149
QF-Grover,low,19,0.41892,0.3,0.02043,1.6,64.0,0.3089,59.26,200,0.4649,0.5926,1000,1000,0,11,27,3327.796
QF-Grover,low,20,0.3855,0.296,0.06894,0.5,64.524,0.2562,85.19,2600,0.287,0.8519,1000,1000,0,4,27,3377.5263
QF-Grover,low,21,0.39193,0.312,0.01201,2.0,69.078,0.3258,55.56,200,0.3391,0.5556,1000,1000,0,12,27,3203.598
QF-Grover,low,22,0.38921,0.305,0.05649,2.0,63.828,0.3048,59.26,200,0.396,0.5926,1000,1000,0,11,27,3280.4429
QF-Grover,low,23,0.45651,0.292,0.06084,3.1,61.434,0.2361,96.3,2600,0.1811,0.963,1000,1000,0,1,27,3428.702
QF-Grover,low,24,0.35412,0.316,0.03607,0.1,67.865,0.3091,59.26,200,0.5232,0.5926,1000,1000,0,11,27,3163.9156
QF-Grover,low,25,0.4054,0.291,0.04257,1.9,68.05,0.3074,51.85,200,0.338,0.5185,1000,1000,0,13,27,3440.1097
QF-Grover,low,26,0.4817,0.295,0.01815,10.1,65.263,0.3007,66.67,200,0.3704,0.6667,1000,1000,0,9,27,3388.939
QF-Grover,low,27,0.38535,0.302,0.06028,0.1,63.097,0.3922,62.96,200,0.3602,0.6296,1000,1000,0,10,27,3315.4604
QF-Grover,low,28,0.38789,0.298,0.08055,0.5,62.296,0.3687,70.37,200,0.531,0.7037,1000,1000,0,8,27,3356.1432
QF-Grover,low,29,0.34927,0.294,0.05361,0.0,61.244,0.4346,66.67,200,0.3097,0.6667,1000,1000,0,9,27,3395.6688
QF-Grover,high,0,0.45875,0.914,0.02721,1.8,69.011,0.3844,59.26,200,0.3345,0.5926,1000,1000,0,11,27,1093.851
QF-Grover,high,1,0.55353,0.858,0.0189,1.9,66.468,0.5308,59.26,200,0.3467,0.5926,1000,1000,0,11,27,1165.8007
QF-Grover,high,2,0.45811,0.9,0.02987,1.0,65.755,0.4341,66.67,200,0.4336,0.6667,1000,1000,0,9,27,1110.9191
QF-Grover,high,3,0.39835,0.903,0.03845,0.0,65.136,0.2478,96.3,2600,0.1866,0.963,1000,1000,0,1,27,1107.3914
QF-Grover,high,4,0.41201,0.959,0.04312,0.5,67.16,0.2955,77.78,2600,0.274,0.7778,1000,1000,0,6,27,1042.7492
QF-Grover,high,5,0.41825,0.881,0.06244,1.0,60.817,0.387,62.96,200,0.2884,0.6296,1000,1000,0,10,27,1135.6242
QF-Grover,high,6,0.46317,0.9,0.04717,0.7,63.761,0.3384,62.96,200,0.2755,0.6296,1000,1000,0,10,27,1110.8362
QF-Grover,high,7,0.44646,0.911,0.0481,0.7,61.426,0.3096,59.26,200,0.4686,0.5926,1000,1000,0,11,27,1097.7198
QF-Grover,high,8,0.55242,0.861,0.02232,3.3,66.559,0.3112,59.26,200,0.4336,0.5926,1000,1000,0,11,27,1161.3831
QF-Grover,high,9,0.37645,0.881,0.05846,0.2,61.886,0.2999,62.96,200,0.5275,0.6296,1000,1000,0,10,27,1134.8044
QF-Grover,high,10,0.42867,0.938,0.03998,2.4,68.401,0.2961,59.26,200,0.5138,0.5926,1000,1000,0,11,27,1066.6359
QF-Grover,high,11,0.44168,0.885,0.08257,1.7,65.436,0.3042,62.96,200,0.3923,0.6296,1000,1000,0,10,27,1129.8074
QF-Grover,high,12,0.38498,0.886,0.01142,0.0,66.624,0.3338,62.96,200,0.3573,0.6296,1000,1000,0,10,27,1128.7891
QF-Grover,high,13,0.42323,0.86,0.03073,0.8,65.497,0.416,59.26,200,0.3576,0.5926,1000,1000,0,11,27,1162.9989
QF-Grover,high,14,0.42443,0.903,0.01217,0.6,66.705,0.3949,59.26,200,0.353,0.5926,1000,1000,0,11,27,1107.1666
QF-Grover,high,15,0.44021,0.927,0.02839,1.5,66.157,0.3039,62.96,200,0.4426,0.6296,1000,1000,0,10,27,1078.7153
QF-Grover,high,16,0.4672,0.891,0.03523,0.6,65.506,0.3301,59.26,200,0.3549,0.5926,1000,1000,0,11,27,1122.4402
QF-Grover,high,17,0.47099,0.902,0.01545,0.9,66.372,0.3376,48.15,200,0.4388,0.4815,1000,1000,0,14,27,1108.4045
QF-Grover,high,18,0.51869,0.913,0.02124,3.8,68.172,0.4564,62.96,200,0.4149,0.6296,1000,1000,0,10,27,1094.8451
QF-Grover,high,19,0.38047,0.874,0.03223,0.0,64.77,0.3871,85.19,2600,0.1852,0.8519,1000,1000,0,4,27,1143.8308
QF-Grover,high,20,0.39055,0.897,0.05315,0.0,66.337,0.4449,70.37,200,0.2795,0.7037,1000,1000,0,8,27,1114.6744
QF-Grover,high,21,0.42997,0.894,0.08271,1.1,64.515,0.3316,77.78,2600,0.5257,0.7778,1000,1000,0,6,27,1119.175
QF-Grover,high,22,0.4825,0.849,0.06536,0.7,65.422,0.2955,66.67,200,0.2685,0.6667,1000,1000,0,9,27,1177.9006
QF-Grover,high,23,0.5165,0.885,0.02743,3.8,68.888,0.3274,59.26,200,0.3289,0.5926,1000,1000,0,11,27,1130.4442
QF-Grover,high,24,0.40806,0.877,0.06289,0.1,64.671,0.2631,85.19,2600,0.2847,0.8519,1000,1000,0,4,27,1140.0936
QF-Grover,high,25,0.49095,0.952,0.02301,1.8,66.004,0.3268,51.85,200,0.3415,0.5185,1000,1000,0,13,27,1050.526
QF-Grover,high,26,0.38458,0.929,0.01982,0.3,62.18,0.2994,62.96,200,0.3917,0.6296,1000,1000,0,10,27,1076.5637
QF-Grover,high,27,0.45729,0.946,0.05428,0.5,61.716,0.3199,55.56,200,0.2793,0.5556,1000,1000,0,12,27,1057.5215
QF-Grover,high,28,0.40231,0.839,0.03995,0.1,66.42,0.2992,62.96,200,0.5151,0.6296,1000,1000,0,10,27,1191.5347
QF-Grover,high,29,0.45341,0.891,0.02037,1.0,66.53,0.3329,55.56,200,0.4252,0.5556,1000,1000,0,12,27,1122.7032
QF-Grover,bursty,0,0.43837,1.045,0.02653,1.6,61.441,0.334,59.26,200,0.4682,0.5926,1000,1000,0,11,27,956.7989
QF-Grover,bursty,1,0.40896,1.148,0.02968,1.3,61.775,0.2847,77.78,2600,0.1833,0.7778,1000,1000,0,6,27,871.2797
QF-Grover,bursty,2,0.36953,1.164,0.03453,0.0,59.912,0.3237,59.26,200,0.4022,0.5926,1000,1000,0,11,27,858.7803
QF-Grover,bursty,3,0.40069,1.093,0.02249,0.1,63.131,0.3218,62.96,200,0.382,0.6296,1000,1000,0,10,27,915.1506
QF-Grover,bursty,4,0.43986,1.165,0.00949,0.1,68.155,0.3024,66.67,200,0.338,0.6667,1000,1000,0,9,27,858.5286
QF-Grover,bursty,5,0.33887,1.183,0.03362,0.0,61.743,0.3193,59.26,200,0.4714,0.5926,1000,1000,0,11,27,845.6526
QF-Grover,bursty,6,0.51106,1.175,0.01523,3.0,65.57,0.2996,59.26,200,0.3706,0.5926,1000,1000,0,11,27,851.3804
QF-Grover,bursty,7,0.47903,1.204,0.04719,2.5,60.821,0.306,59.26,200,0.373,0.5926,1000,1000,0,11,27,830.3763
QF-Grover,bursty,8,0.44096,1.078,0.05972,2.5,66.605,0.3232,55.56,200,0.5144,0.5556,1000,1000,0,12,27,927.6415
QF-Grover,bursty,9,0.41705,1.084,0.01458,0.2,70.449,0.3005,59.26,200,0.3292,0.5926,1000,1000,0,11,27,922.483
QF-Grover,bursty,10,0.44859,1.087,0.05512,2.7,61.969,0.2786,70.37,200,0.394,0.7037,1000,1000,0,8,27,920.2064
QF-Grover,bursty,11,0.40192,1.062,0.01284,0.5,66.418,0.2826,66.67,200,0.4274,0.6667,1000,1000,0,9,27,941.4903
QF-Grover,bursty,12,0.45326,1.108,0.04292,2.4,65.854,0.2859,62.96,200,0.3626,0.6296,1000,1000,0,10,27,902.5708
QF-Grover,bursty,13,0.42713,1.175,0.06365,0.5,63.668,0.3181,59.26,200,0.4018,0.5926,1000,1000,0,11,27,851.26
QF-Grover,bursty,14,0.41698,1.144,0.04875,0.4,63.132,0.2522,85.19,2600,0.1824,0.8519,1000,1000,0,4,27,874.1242
QF-Grover,bursty,15,0.50282,1.07,0.02737,3.5,67.791,0.3329,59.26,200,0.333,0.5926,1000,1000,0,11,27,934.4499
QF-Grover,bursty,16,0.46145,1.065,0.06083,1.5,62.449,0.2848,85.19,2600,0.1795,0.8519,1000,1000,0,4,27,938.8702
QF-Grover,bursty,17,0.49072,1.113,0.03056,2.5,67.397,0.3477,51.85,200,0.423,0.5185,1000,1000,0,13,27,898.6052
QF-Grover,bursty,18,0.404,1.117,0.02042,1.3,66.603,0.3268,62.96,200,0.4285,0.6296,1000,1000,0,10,27,895.4909
QF-Grover,bursty,19,0.42648,1.238,0.03499,0.1,62.164,0.4736,62.96,200,0.4088,0.6296,1000,1000,0,10,27,807.6686
QF-Grover,bursty,20,0.66851,1.223,0.02267,5.1,67.93,0.5828,70.37,200,0.2792,0.7037,1000,1000,0,8,27,817.4202
QF-Grover,bursty,21,0.3801,1.197,0.04293,0.0,63.746,0.346,85.19,2600,0.2812,0.8519,1000,1000,0,4,27,835.7329
QF-Grover,bursty,22,0.3993,1.067,0.02974,2.2,68.607,0.607,55.56,200,0.3337,0.5556,1000,1000,0,12,27,937.491
QF-Grover,bursty,23,0.34342,1.091,0.01198,0.0,67.377,0.7856,62.96,200,0.4321,0.6296,1000,1000,0,10,27,916.3045
QF-Grover,bursty,24,0.44779,1.117,0.04185,0.5,66.049,0.2354,96.3,2600,0.1697,0.963,1000,1000,0,1,27,895.4498
QF-Grover,bursty,25,0.4222,1.078,0.01962,1.7,67.93,0.3164,66.67,200,0.4133,0.6667,1000,1000,0,9,27,927.2947
QF-Grover,bursty,26,0.44852,1.117,0.04895,1.3,60.286,0.3141,62.96,200,0.3705,0.6296,1000,1000,0,10,27,895.4521
QF-Grover,bursty,27,0.42681,1.238,0.06086,1.6,62.955,0.296,59.26,200,0.5279,0.5926,1000,1000,0,11,27,808.0743
QF-Grover,bursty,28,0.40286,1.061,0.00983,0.5,60.98,0.2964,62.96,200,0.2831,0.6296,1000,1000,0,10,27,942.5199
QF-Grover,bursty,29,0.47154,1.069,0.03905,2.8,60.314,0.3003,66.67,200,0.394,0.6667,1000,1000,0,9,27,935.2807
QF-Grover,skewed,0,0.42316,0.588,0.01048,0.3,70.246,0.2973,66.67,200,0.4031,0.6667,1000,1000,0,9,27,1699.5731
QF-Grover,skewed,1,0.45184,0.571,0.01539,0.9,66.252,0.3576,55.56,200,0.3524,0.5556,1000,1000,0,12,27,1751.5421
QF-Grover,skewed,2,0.36315,0.577,0.03771,0.1,63.259,0.338,55.56,200,0.392,0.5556,1000,1000,0,12,27,1733.1553
QF-Grover,skewed,3,0.41231,0.567,0.0276,0.4,63.234,0.3392,62.96,200,0.4517,0.6296,1000,1000,0,10,27,1763.3249
QF-Grover,skewed,4,0.4546,0.618,0.01906,0.6,69.258,0.3196,55.56,200,0.3337,0.5556,1000,1000,0,12,27,1617.6187
QF-Grover,skewed,5,0.3707,0.634,0.02526,0.2,66.652,0.3298,62.96,200,0.3729,0.6296,1000,1000,0,10,27,1576.1225
QF-Grover,skewed,6,0.51573,0.582,0.01493,2.5,64.782,0.2953,59.26,200,0.364,0.5926,1000,1000,0,11,27,1718.6085
QF-Grover,skewed,7,0.39463,0.606,0.02769,0.1,65.613,0.2979,62.96,200,0.4417,0.6296,1000,1000,0,10,27,1649.8936
QF-Grover,skewed,8,0.4251,0.652,0.01433,0.4,69.895,0.3043,66.67,200,0.3297,0.6667,1000,1000,0,9,27,1534.2956
QF-Grover,skewed,9,0.41196,0.586,0.06663,2.2,61.633,0.3076,55.56,200,0.5233,0.5556,1000,1000,0,12,27,1705.1139
QF-Grover,skewed,10,0.42555,0.602,0.0395,0.1,65.255,0.3049,62.96,200,0.2768,0.6296,1000,1000,0,10,27,1660.0734
QF-Grover,skewed,11,0.47126,0.591,0.04615,1.3,63.398,0.2983,66.67,200,0.2791,0.6667,1000,1000,0,9,27,1692.6764
QF-Grover,skewed,12,0.46249,0.603,0.02337,2.3,65.731,0.2952,59.26,200,0.4312,0.5926,1000,1000,0,11,27,1658.3109
QF-Grover,skewed,13,0.40361,0.597,0.0218,0.1,68.304,0.3199,55.56,200,0.4216,0.5556,1000,1000,0,12,27,1674.6719
QF-Grover,skewed,14,0.43324,0.618,0.07045,1.8,56.853,0.3389,48.15,200,0.5191,0.4815,1000,1000,0,14,27,1617.8568
QF-Grover,skewed,15,0.52754,0.591,0.02373,2.9,66.458,0.4676,62.96,200,0.3538,0.6296,1000,1000,0,10,27,1690.8148
QF-Grover,skewed,16,0.44707,0.622,0.00866,1.2,69.204,0.6989,55.56,200,0.3234,0.5556,1000,1000,0,12,27,1607.3999
QF-Grover,skewed,17,0.41194,0.594,0.01802,0.7,64.884,0.3805,59.26,200,0.4476,0.5926,1000,1000,0,11,27,1684.1524
QF-Grover,skewed,18,0.38734,0.595,0.05296,0.1,64.546,0.6903,62.96,200,0.2767,0.6296,1000,1000,0,10,27,1681.8262
QF-Grover,skewed,19,0.44364,0.604,0.06464,0.5,62.278,0.4475,51.85,200,0.2733,0.5185,1000,1000,0,13,27,1655.3385
QF-Grover,skewed,20,0.52433,0.611,0.02297,3.3,63.027,0.3268,59.26,200,0.4599,0.5926,1000,1000,0,11,27,1637.2481
QF-Grover,skewed,21,0.46109,0.603,0.03196,1.1,63.445,0.3032,62.96,200,0.3834,0.6296,1000,1000,0,10,27,1657.3165
QF-Grover,skewed,22,0.43969,0.619,0.0179,0.5,69.212,0.2934,70.37,200,0.4116,0.7037,1000,1000,0,8,27,1616.0798
QF-Grover,skewed,23,0.46914,0.609,0.03162,3.0,60.73,0.2962,66.67,200,0.4212,0.6667,1000,1000,0,9,27,1642.3347
QF-Grover,skewed,24,0.41514,0.607,0.02531,0.8,68.042,0.3162,59.26,200,0.3399,0.5926,1000,1000,0,11,27,1648.5623
QF-Grover,skewed,25,0.39039,0.627,0.02075,0.1,67.599,0.3165,59.26,200,0.3461,0.5926,1000,1000,0,11,27,1594.9451
QF-Grover,skewed,26,0.46594,0.58,0.044,1.2,62.152,0.2733,85.19,2600,0.37,0.8519,1000,1000,0,4,27,1723.8846
QF-Grover,skewed,27,0.42094,0.56,0.05903,0.3,63.28,0.3082,55.56,200,0.2802,0.5556,1000,1000,0,12,27,1785.5529
QF-Grover,skewed,28,0.43679,0.596,0.06977,1.6,60.444,0.2819,74.07,200,0.5201,0.7407,1000,1000,0,7,27,1677.2345
QF-Grover,skewed,29,0.45913,0.61,0.05704,1.0,63.865,0.3337,55.56,200,0.4577,0.5556,1000,1000,0,12,27,1639.6324
